"Subplot","Transect","Species","X","Y","Per","Date","Year","Day","Basal_cm","Ht_m","Damage","Alive","Found","Topkilled","Fire","Herbivory","Grass"
"SO47","Soit","ACATOR",733344,9720918,"Aug 2017","8/25/2017",2018,572,0.92,0.48,0,1,1,0,0,0,NA
"SO47","Soit","ACATOR",733344,9720918,"Dec 2017","12/15/2017",2018,684,1.2,0.63,0,1,1,0,0,0,NA
"SO47","Soit","ACATOR",733344,9720918,"May 2018","5/26/2018",2018,846,0.95,0.8,1,1,1,1,0,0,592.247869281914
"SO47","Soit","ACATOR",733344,9720918,"Oct 2018","10/16/2018",2019,989,0.63,0.43,0,1,1,0,0,0,427.563420112571
"SO47","Soit","ACATOR",733344,9720918,"Feb 2019","2/5/2019",2019,1101,0.4,0.29,1,1,1,1,7,0,278.046485079979
"SO47","Soit","ACATOR",733344,9720918,"Jun 2019","6/6/2019",2019,1222,0.51,0.26,0,1,1,0,0,0,410.410581672918
"SO48","Soit","COMAFR",733351,9720915,"Initial","7/18/2016",2017,170,0.86,0.33,NA,1,1,0,NA,NA,NA
"SO48","Soit","COMAFR",733351,9720915,"Feb 2017","2/9/2017",2017,375,0.88,0.37,0,1,1,0,0,0,NA
"SO48","Soit","COMAFR",733351,9720915,"May 2017","4/29/2017",2017,454,0.94,0.32,0,1,1,0,0,0,NA
"SO48","Soit","COMAFR",733351,9720915,"Aug 2017","8/25/2017",2018,572,0.99,0.37,0,1,1,0,0,0,NA
"SO48","Soit","COMAFR",733351,9720915,"Dec 2017","12/15/2017",2018,684,1.12,0.46,0,1,1,0,0,0,NA
"SO48","Soit","COMAFR",733351,9720915,"May 2018","5/26/2018",2018,846,1.2,0.42,0,1,1,0,0,0,305.655113705696
"SO48","Soit","COMAFR",733351,9720915,"Oct 2018","10/16/2018",2019,989,0.73,0.3,0,1,1,0,0,0,264.662203255406
"SO48","Soit","COMAFR",733351,9720915,"Feb 2019","2/5/2019",2019,1101,0.78,0.3,1,1,1,1,6,0,316.069386946413
"SO48","Soit","COMAFR",733351,9720915,"Jun 2019","6/6/2019",2019,1222,0.66,0.3,0,1,1,0,0,0,245.788225630107
"SO49","Soit","COMAFR",733347,9720901,"Initial","7/18/2016",2017,170,1.26,0.42,NA,1,1,0,NA,NA,NA
"SO49","Soit","COMAFR",733347,9720901,"Feb 2017","2/9/2017",2017,375,1.11,0.28,0,1,1,0,0,0,NA
"SO49","Soit","COMAFR",733347,9720901,"May 2017","4/29/2017",2017,454,1.18,0.37,0,1,1,0,0,0,NA
"SO49","Soit","COMAFR",733347,9720901,"Aug 2017","8/25/2017",2018,572,1.25,0.37,0,1,1,0,0,0,NA
"SO49","Soit","COMAFR",733347,9720901,"Dec 2017","12/15/2017",2018,684,1.32,0.42,0,1,1,0,0,0,NA
"SO49","Soit","COMAFR",733347,9720901,"May 2018","5/26/2018",2018,846,1.42,0.5,0,1,1,0,0,0,415.374660442444
"SO49","Soit","COMAFR",733347,9720901,"Oct 2018","10/16/2018",2019,989,1.32,0.38,0,1,1,0,0,0,199.741094287797
"SO49","Soit","COMAFR",733347,9720901,"Feb 2019","2/5/2019",2019,1101,0.35,0.15,1,1,1,1,9,0,225.628738598796
"SO49","Soit","COMAFR",733347,9720901,"Jun 2019","6/6/2019",2019,1222,0.53,0.29,0,1,1,0,0,0,252.334710355244
"SO50","Soit","COMAFR",733349,9720908,"Initial","7/18/2016",2017,170,0.48,0.28,NA,1,1,0,NA,NA,NA
"SO50","Soit","COMAFR",733349,9720908,"Feb 2017","2/9/2017",2017,375,0.57,0.22,0,1,1,0,0,0,NA
"SO50","Soit","COMAFR",733349,9720908,"May 2017","4/29/2017",2017,454,0.62,0.22,0,1,1,0,0,0,NA
"SO50","Soit","COMAFR",733349,9720908,"Aug 2017","8/25/2017",2018,572,0.48,0.25,1,1,1,1,0,0,NA
"SO50","Soit","COMAFR",733349,9720908,"Dec 2017","12/15/2017",2018,684,0.5,0.25,0,1,1,0,0,0,NA
"SO50","Soit","COMAFR",733349,9720908,"May 2018","5/26/2018",2018,846,0.62,0.38,0,1,1,0,0,0,321.363357909007
"SO50","Soit","COMAFR",733349,9720908,"Oct 2018","10/16/2018",2019,989,0.73,0.28,0,1,1,0,0,0,281.264368499821
"SO50","Soit","COMAFR",733349,9720908,"Feb 2019","2/5/2019",2019,1101,1.09,0.28,0,1,1,0,0,0,443.132608491947
"SO50","Soit","COMAFR",733349,9720908,"Jun 2019","6/6/2019",2019,1222,0.65,0.37,0,1,1,0,0,0,424.00282289923
"SO51","Soit","COMAFR",733350,9720907,"Initial","7/18/2016",2017,170,0.74,0.35,NA,1,1,0,NA,NA,NA
"SO51","Soit","COMAFR",733350,9720907,"Feb 2017","2/9/2017",2017,375,0.98,0.32,0,1,1,0,0,0,NA
"SO51","Soit","COMAFR",733350,9720907,"May 2017","4/29/2017",2017,454,1,0.26,0,1,1,0,0,0,NA
"SO51","Soit","COMAFR",733350,9720907,"Aug 2017","8/25/2017",2018,572,0.93,0.32,1,1,1,0,0,0,NA
"SO51","Soit","COMAFR",733350,9720907,"Dec 2017","12/15/2017",2018,684,0.98,0.28,1,1,1,0,0,NA,NA
"SO51","Soit","COMAFR",733350,9720907,"May 2018","5/26/2018",2018,846,1,0.3,0,1,1,0,0,0,220.543202893137
"SO51","Soit","COMAFR",733350,9720907,"Oct 2018","10/16/2018",2019,989,0.94,0.32,0,1,1,0,0,0,251.23776259676
"SO51","Soit","COMAFR",733350,9720907,"Feb 2019","2/5/2019",2019,1101,1.14,0.35,0,1,1,0,0,0,244.308263783595
"SO51","Soit","COMAFR",733350,9720907,"Jun 2019","6/6/2019",2019,1222,1.1,0.38,0,1,1,0,0,0,127.398881253086
"SO52","Soit","COMAFR",733359,9720911,"Initial","7/18/2016",2017,170,1.35,0.53,NA,1,1,0,NA,NA,NA
"SO52","Soit","COMAFR",733359,9720911,"Feb 2017","2/9/2017",2017,375,1.33,0.56,0,1,1,0,0,0,NA
"SO52","Soit","COMAFR",733359,9720911,"May 2017","4/29/2017",2017,454,1.42,0.62,0,1,1,0,0,0,NA
"SO52","Soit","COMAFR",733359,9720911,"Aug 2017","8/25/2017",2018,572,1.52,0.58,0,1,1,0,0,0,NA
"SO52","Soit","COMAFR",733359,9720911,"Dec 2017","12/15/2017",2018,684,1.53,0.62,0,1,1,0,0,0,NA
"SO52","Soit","COMAFR",733359,9720911,"May 2018","5/26/2018",2018,846,1.72,0.63,0,1,1,0,0,0,472.004066182921
"SO52","Soit","COMAFR",733359,9720911,"Oct 2018","10/16/2018",2019,989,1.8,0.7,0,1,1,0,0,0,173.073224138308
"SO52","Soit","COMAFR",733359,9720911,"Feb 2019","2/5/2019",2019,1101,1.85,0.63,0,1,1,0,0,0,313.892656448284
"SO52","Soit","COMAFR",733359,9720911,"Jun 2019","6/6/2019",2019,1222,2.05,0.9,0,1,1,0,0,0,276.995542889816
"SO53","Soit","COMAFR",733362,9720903,"Initial","7/18/2016",2017,170,0.84,0.55,NA,1,1,0,NA,NA,NA
"SO53","Soit","COMAFR",733362,9720903,"Feb 2017","2/9/2017",2017,375,0.97,0.33,0,1,1,0,0,0,NA
"SO53","Soit","COMAFR",733362,9720903,"May 2017","4/29/2017",2017,454,0.99,0.32,0,1,1,0,0,0,NA
"SO53","Soit","COMAFR",733362,9720903,"Aug 2017","8/25/2017",2018,572,1,0.37,0,1,1,0,0,0,NA
"SO53","Soit","COMAFR",733362,9720903,"Dec 2017","12/15/2017",2018,684,1.03,0.44,0,1,1,0,0,0,NA
"SO53","Soit","COMAFR",733362,9720903,"May 2018","5/26/2018",2018,846,1.2,0.45,0,1,1,0,0,0,319.029749028171
"SO53","Soit","COMAFR",733362,9720903,"Oct 2018","10/16/2018",2019,989,0.84,0.4,0,1,1,0,0,0,438.695137668483
"SO53","Soit","COMAFR",733362,9720903,"Feb 2019","2/5/2019",2019,1101,1.04,0.37,0,1,1,0,0,0,438.252089646101
"SO53","Soit","COMAFR",733362,9720903,"Jun 2019","6/6/2019",2019,1222,0.88,0.53,0,1,1,0,0,0,534.693005968265
"SO54","Soit","COMAFR",733365,9720905,"Initial","7/18/2016",2017,170,0.98,0.48,NA,1,1,0,NA,NA,NA
"SO54","Soit","COMAFR",733365,9720905,"Feb 2017","2/9/2017",2017,375,1.04,0.52,0,1,1,0,0,0,NA
"SO54","Soit","COMAFR",733365,9720905,"May 2017","4/29/2017",2017,454,1.08,0.62,0,1,1,0,0,0,NA
"SO54","Soit","COMAFR",733365,9720905,"Aug 2017","8/25/2017",2018,572,1.29,0.6,0,1,1,0,0,0,NA
"SO54","Soit","COMAFR",733365,9720905,"Dec 2017","12/15/2017",2018,684,1.3,0.53,0,1,1,0,0,0,NA
"SO54","Soit","COMAFR",733365,9720905,"May 2018","5/26/2018",2018,846,1.52,0.62,0,1,1,0,0,0,391.119713342697
"SO54","Soit","COMAFR",733365,9720905,"Oct 2018","10/16/2018",2019,989,1.9,0.6,0,1,1,0,0,0,262.682424479635
"SO54","Soit","COMAFR",733365,9720905,"Feb 2019","2/5/2019",2019,1101,1.3,0.48,1,1,1,0,6,0,359.493218336469
"SO54","Soit","COMAFR",733365,9720905,"Jun 2019","6/6/2019",2019,1222,1.17,0.51,0,1,1,0,0,0,261.731355893082
"SO55","Soit","ACATOR",733366,9720909,"Initial","7/18/2016",2017,170,0.55,0.24,NA,1,1,0,NA,NA,NA
"SO55","Soit","ACATOR",733366,9720909,"Feb 2017","2/9/2017",2017,375,0.63,0.24,0,1,1,0,0,0,NA
"SO55","Soit","ACATOR",733366,9720909,"May 2017","4/29/2017",2017,454,0.72,0.3,0,1,1,0,0,0,NA
"SO55","Soit","ACATOR",733366,9720909,"Aug 2017","8/25/2017",2018,572,0.72,0.27,1,1,1,0,0,NA,NA
"SO55","Soit","ACATOR",733366,9720909,"Dec 2017","12/15/2017",2018,684,0.82,0.4,0,1,1,0,0,0,NA
"SO55","Soit","ACATOR",733366,9720909,"May 2018","5/26/2018",2018,846,0.82,0.3,1,1,1,0,0,NA,451.645863903687
"SO55","Soit","ACATOR",733366,9720909,"Oct 2018","10/16/2018",2019,989,0.85,0.25,0,1,1,0,0,0,191.935022339353
"SO55","Soit","ACATOR",733366,9720909,"Feb 2019","2/5/2019",2019,1101,0.8,0.45,0,1,1,0,0,0,393.437323446579
"SO55","Soit","ACATOR",733366,9720909,"Jun 2019","6/6/2019",2019,1222,0.9,0.37,0,1,1,0,0,0,454.521078047912
"SO56","Soit","ACATOR",733368,9720932,"Initial","7/18/2016",2017,170,0.84,0.28,NA,1,1,0,NA,NA,NA
"SO56","Soit","ACATOR",733368,9720932,"Feb 2017","2/9/2017",2017,375,0.82,0.4,0,1,1,0,0,0,NA
"SO56","Soit","ACATOR",733368,9720932,"May 2017","4/29/2017",2017,454,0.84,0.36,0,1,1,0,0,0,NA
"SO56","Soit","ACATOR",733368,9720932,"Aug 2017","8/25/2017",2018,572,0.85,0.37,0,1,1,0,0,0,NA
"SO56","Soit","ACATOR",733368,9720932,"Dec 2017","12/15/2017",2018,684,0.86,0.32,1,1,1,1,0,0,NA
"SO56","Soit","ACATOR",733368,9720932,"May 2018","5/26/2018",2018,846,0.85,0.56,0,1,1,0,0,0,457.414810113895
"SO56","Soit","ACATOR",733368,9720932,"Oct 2018","10/16/2018",2019,989,0.85,0.64,0,1,1,0,0,0,387.951480329651
"SO56","Soit","ACATOR",733368,9720932,"Feb 2019","2/5/2019",2019,1101,0.35,0.21,1,1,1,1,8,0,507.641774836361
"SO56","Soit","ACATOR",733368,9720932,"Jun 2019","6/6/2019",2019,1222,0.75,0.25,0,1,1,0,0,0,364.284420805042
"SO57","Soit","ACATOR",733377,9720905,"Initial","7/18/2016",2017,170,0.88,0.37,NA,1,1,0,NA,NA,NA
"SO57","Soit","ACATOR",733377,9720905,"Feb 2017","2/9/2017",2017,375,0.58,0.27,0,1,1,0,0,0,NA
"SO57","Soit","ACATOR",733377,9720905,"May 2017","4/29/2017",2017,454,0.82,0.26,0,1,1,0,0,0,NA
"SO57","Soit","ACATOR",733377,9720905,"Aug 2017","8/25/2017",2018,572,0.9,0.26,0,1,1,0,0,0,NA
"SO57","Soit","ACATOR",733377,9720905,"Dec 2017","12/15/2017",2018,684,0.98,0.22,1,1,1,1,0,0,NA
"SO57","Soit","ACATOR",733377,9720905,"May 2018","5/26/2018",2018,846,1.04,0.4,0,1,1,0,0,0,282.808347798548
"SO57","Soit","ACATOR",733377,9720905,"Oct 2018","10/16/2018",2019,989,1.45,0.6,0,1,1,0,0,0,285.742095512153
"SO57","Soit","ACATOR",733377,9720905,"Feb 2019","2/5/2019",2019,1101,0.27,0.17,1,1,1,1,9,0,189.293801781712
"SO57","Soit","ACATOR",733377,9720905,"Jun 2019","6/6/2019",2019,1222,0.36,0.27,0,1,1,0,0,0,272.167116407352
"SO58","Soit","COMAFR",733382,9720887,"Initial","7/18/2016",2017,170,0.82,0.27,NA,1,1,0,NA,NA,NA
"SO58","Soit","COMAFR",733382,9720887,"Feb 2017","2/9/2017",2017,375,0.75,0.34,0,1,1,0,0,0,NA
"SO58","Soit","COMAFR",733382,9720887,"May 2017","4/29/2017",2017,454,0.76,0.4,0,1,1,0,0,0,NA
"SO58","Soit","COMAFR",733382,9720887,"Aug 2017","8/25/2017",2018,572,0.88,0.42,0,1,1,0,0,0,NA
"SO58","Soit","COMAFR",733382,9720887,"Dec 2017","12/15/2017",2018,684,0.99,0.42,0,1,1,0,0,0,NA
"SO58","Soit","COMAFR",733382,9720887,"May 2018","5/26/2018",2018,846,0.72,0.25,1,1,1,1,0,0,356.061493124251
"SO58","Soit","COMAFR",733382,9720887,"Oct 2018","10/16/2018",2019,989,0.2,0.23,1,1,1,1,0,6,401.267793749594
"SO58","Soit","COMAFR",733382,9720887,"Feb 2019","2/5/2019",2019,1101,0.32,0.19,1,1,1,1,9,0,185.625996920214
"SO58","Soit","COMAFR",733382,9720887,"Jun 2019","6/6/2019",2019,1222,0.58,0.28,0,1,1,0,0,0,194.490031855305
"SO59","Soit","COMAFR",733382,9720886,"Initial","7/18/2016",2017,170,1.3,0.5,NA,1,1,0,NA,NA,NA
"SO59","Soit","COMAFR",733382,9720886,"Feb 2017","2/9/2017",2017,375,1.26,0.5,0,1,1,0,0,0,NA
"SO59","Soit","COMAFR",733382,9720886,"May 2017","4/29/2017",2017,454,1.35,0.47,0,1,1,0,0,0,NA
"SO59","Soit","COMAFR",733382,9720886,"Aug 2017","8/25/2017",2018,572,1.44,0.53,0,1,1,0,0,0,NA
"SO59","Soit","COMAFR",733382,9720886,"Dec 2017","12/15/2017",2018,684,1.65,0.55,0,1,1,0,0,0,NA
"SO59","Soit","COMAFR",733382,9720886,"May 2018","5/26/2018",2018,846,1.7,0.5,0,1,1,0,0,0,399.122856203345
"SO59","Soit","COMAFR",733382,9720886,"Oct 2018","10/16/2018",2019,989,1.7,0.52,0,1,1,0,0,0,317.238073081387
"SO59","Soit","COMAFR",733382,9720886,"Feb 2019","2/5/2019",2019,1101,0.5,0.39,1,1,1,1,9,0,251.63465488547
"SO59","Soit","COMAFR",733382,9720886,"Jun 2019","6/6/2019",2019,1222,0.6,0.45,1,1,1,1,0,0,133.730720341705
"SO60","Soit","COMAFR",733374,9720876,"Initial","7/18/2016",2017,170,1.08,0.44,NA,1,1,0,NA,NA,NA
"SO60","Soit","COMAFR",733374,9720876,"Feb 2017","2/9/2017",2017,375,1.18,0.7,0,1,1,0,0,0,NA
"SO60","Soit","COMAFR",733374,9720876,"May 2017","4/29/2017",2017,454,1.24,0.68,0,1,1,0,0,0,NA
"SO60","Soit","COMAFR",733374,9720876,"Aug 2017","8/25/2017",2018,572,1.32,0.76,0,1,1,0,0,0,NA
"SO60","Soit","COMAFR",733374,9720876,"Dec 2017","12/15/2017",2018,684,0.93,0.5,1,1,1,1,0,0,NA
"SO60","Soit","COMAFR",733374,9720876,"May 2018","5/26/2018",2018,846,1.3,0.6,0,1,1,0,0,0,456.571514320847
"SO60","Soit","COMAFR",733374,9720876,"Oct 2018","10/16/2018",2019,989,1.24,0.61,0,1,1,0,0,0,347.773571094031
"SO60","Soit","COMAFR",733374,9720876,"Feb 2019","2/5/2019",2019,1101,0.58,0.27,1,1,1,1,9,0,187.254769974061
"SO60","Soit","COMAFR",733374,9720876,"Jun 2019","6/6/2019",2019,1222,0.74,0.3,1,1,1,1,7,0,226.169303115001
"SO61","Soit","BALAEG",733390,9720890,"Initial","7/18/2016",2017,170,0.85,0.56,NA,1,1,0,NA,NA,NA
"SO61","Soit","BALAEG",733390,9720890,"Feb 2017","2/9/2017",2017,375,0.63,0.31,1,1,1,1,0,NA,NA
"SO61","Soit","BALAEG",733390,9720890,"May 2017","4/29/2017",2017,454,0.69,0.22,0,1,1,0,0,0,NA
"SO61","Soit","BALAEG",733390,9720890,"Aug 2017","8/25/2017",2018,572,0.58,0.35,1,1,1,1,0,0,NA
"SO61","Soit","BALAEG",733390,9720890,"Dec 2017","12/15/2017",2018,684,0.83,0.42,0,1,1,0,0,0,NA
"SO61","Soit","BALAEG",733390,9720890,"May 2018","5/26/2018",2018,846,0.94,0.47,0,1,1,0,0,0,380.094198018387
"SO61","Soit","BALAEG",733390,9720890,"Oct 2018","10/16/2018",2019,989,0.82,0.35,0,1,1,0,0,0,314.039546849127
"SO61","Soit","BALAEG",733390,9720890,"Feb 2019","2/5/2019",2019,1101,0.25,0.08,1,1,1,1,9,0,170.37682478899
"SO61","Soit","BALAEG",733390,9720890,"Jun 2019","6/6/2019",2019,1222,0,0,1,0,1,0,0,0,141.95665400502
"SO62","Soit","ACATOR",733392,9720888,"Initial","7/18/2016",2017,170,0.8,0.38,NA,1,1,0,NA,NA,NA
"SO62","Soit","ACATOR",733392,9720888,"Feb 2017","2/9/2017",2017,375,0.67,0.24,0,1,1,0,0,0,NA
"SO62","Soit","ACATOR",733392,9720888,"May 2017","4/29/2017",2017,454,0.74,0.26,0,1,1,0,0,0,NA
"SO62","Soit","ACATOR",733392,9720888,"Aug 2017","8/25/2017",2018,572,0.78,0.32,0,1,1,0,0,0,NA
"SO62","Soit","ACATOR",733392,9720888,"Dec 2017","12/15/2017",2018,684,0.93,0.33,0,1,1,0,0,0,NA
"SO62","Soit","ACATOR",733392,9720888,"May 2018","5/26/2018",2018,846,0.7,0.4,1,1,1,1,0,0,456.092630517829
"SO62","Soit","ACATOR",733392,9720888,"Oct 2018","10/16/2018",2019,989,0.94,0.5,0,1,1,0,0,0,468.330424749569
"SO62","Soit","ACATOR",733392,9720888,"Feb 2019","2/5/2019",2019,1101,0.38,0.22,1,1,1,1,8,0,162.806057086257
"SO62","Soit","ACATOR",733392,9720888,"Jun 2019","6/6/2019",2019,1222,0.4,0.35,0,1,1,0,0,0,267.400711680429
"SO63","Soit","COMAFR",733419,9720891,"Initial","7/18/2016",2017,170,0.85,0.54,NA,1,1,0,NA,NA,NA
"SO63","Soit","COMAFR",733419,9720891,"Feb 2017","2/9/2017",2017,375,0.9,0.34,0,1,1,0,0,0,NA
"SO63","Soit","COMAFR",733419,9720891,"May 2017","4/29/2017",2017,454,0.92,0.38,0,1,1,0,0,0,NA
"SO63","Soit","COMAFR",733419,9720891,"Aug 2017","8/25/2017",2018,572,0.85,0.5,1,1,1,1,0,0,NA
"SO63","Soit","COMAFR",733419,9720891,"Dec 2017","12/15/2017",2018,684,0.85,0.54,0,1,1,0,0,0,NA
"SO63","Soit","COMAFR",733419,9720891,"May 2018","5/26/2018",2018,846,0.95,0.45,0,1,1,0,0,0,321.516931000838
"SO63","Soit","COMAFR",733419,9720891,"Oct 2018","10/16/2018",2019,989,0.94,0.43,0,1,1,0,0,0,405.390853664776
"SO63","Soit","COMAFR",733419,9720891,"Feb 2019","2/5/2019",2019,1101,0.4,0.15,1,1,1,1,9,0,192.819013046999
"SO63","Soit","COMAFR",733419,9720891,"Jun 2019","6/6/2019",2019,1222,0.33,0.32,1,1,1,1,6,0,211.839476245595
"SO64","Soit","ACATOR",733434,9720876,"Initial","7/18/2016",2017,170,0.74,0.45,NA,1,1,0,NA,NA,NA
"SO64","Soit","ACATOR",733434,9720876,"Feb 2017","2/9/2017",2017,375,0.61,0.35,0,1,1,0,0,0,NA
"SO64","Soit","ACATOR",733434,9720876,"May 2017","4/29/2017",2017,454,0.87,0.4,0,1,1,0,0,0,NA
"SO64","Soit","ACATOR",733434,9720876,"Aug 2017","8/25/2017",2018,572,0.98,0.43,0,1,1,0,0,0,NA
"SO64","Soit","ACATOR",733434,9720876,"Dec 2017","12/15/2017",2018,684,1.08,0.5,0,1,1,0,0,0,NA
"SO64","Soit","ACATOR",733434,9720876,"May 2018","5/26/2018",2018,846,1.22,0.45,0,1,1,0,0,0,398.027131101416
"SO64","Soit","ACATOR",733434,9720876,"Oct 2018","10/16/2018",2019,989,0.7,0.3,0,1,1,0,0,0,292.256593489794
"SO64","Soit","ACATOR",733434,9720876,"Feb 2019","2/5/2019",2019,1101,0.41,0.3,1,1,1,1,6,0,461.855302912299
"SO64","Soit","ACATOR",733434,9720876,"Jun 2019","6/6/2019",2019,1222,0.53,0.27,0,1,1,0,0,0,540.205296215152
"SO65","Soit","ACATOR",733440,9720875,"Initial","7/18/2016",2017,170,1.18,0.25,NA,1,1,0,NA,NA,NA
"SO65","Soit","ACATOR",733440,9720875,"Feb 2017","2/9/2017",2017,375,1.01,0.28,0,1,1,0,0,0,NA
"SO65","Soit","ACATOR",733440,9720875,"May 2017","4/29/2017",2017,454,1.04,0.3,0,1,1,0,0,0,NA
"SO65","Soit","ACATOR",733440,9720875,"Aug 2017","8/25/2017",2018,572,1.12,0.22,1,1,1,0,0,NA,NA
"SO65","Soit","ACATOR",733440,9720875,"Dec 2017","12/15/2017",2018,684,1.13,0.33,0,1,1,0,0,0,NA
"SO65","Soit","ACATOR",733440,9720875,"May 2018","5/26/2018",2018,846,1.22,0.43,0,1,1,0,0,0,314.380602772369
"SO65","Soit","ACATOR",733440,9720875,"Oct 2018","10/16/2018",2019,989,1.12,0.2,0,1,1,0,0,0,253.085551001513
"SO65","Soit","ACATOR",733440,9720875,"Feb 2019","2/5/2019",2019,1101,0.42,0.18,1,1,1,1,9,0,415.537352198075
"SO65","Soit","ACATOR",733440,9720875,"Jun 2019","6/6/2019",2019,1222,0.56,0.25,0,1,1,0,0,0,402.782153598958
"SO66","Soit","ACATOR",733445,9720876,"Initial","7/18/2016",2017,170,0.64,0.32,NA,1,1,0,NA,NA,NA
"SO66","Soit","ACATOR",733445,9720876,"Feb 2017","2/9/2017",2017,375,1.02,0.37,0,1,1,0,0,0,NA
"SO66","Soit","ACATOR",733445,9720876,"May 2017","4/29/2017",2017,454,1.13,0.41,0,1,1,0,0,0,NA
"SO66","Soit","ACATOR",733445,9720876,"Aug 2017","8/25/2017",2018,572,1.18,0.44,0,1,1,0,0,0,NA
"SO66","Soit","ACATOR",733445,9720876,"Dec 2017","12/15/2017",2018,684,1.19,0.48,0,1,1,0,0,0,NA
"SO66","Soit","ACATOR",733445,9720876,"May 2018","5/26/2018",2018,846,1.29,0.51,0,1,1,0,0,0,299.279484163649
"SO66","Soit","ACATOR",733445,9720876,"Oct 2018","10/16/2018",2019,989,1.42,0.5,0,1,1,0,0,0,372.842170273208
"SO66","Soit","ACATOR",733445,9720876,"Feb 2019","2/5/2019",2019,1101,0.59,0.31,1,1,1,0,4,0,408.779036873117
"SO66","Soit","ACATOR",733445,9720876,"Jun 2019","6/6/2019",2019,1222,1.1,0.43,1,1,1,0,0,0,666.993093438631
"SO67","Soit","ACATOR",733450,9720874,"Initial","7/18/2016",2017,170,0.81,0.38,NA,1,1,0,NA,NA,NA
"SO67","Soit","ACATOR",733450,9720874,"Feb 2017","2/9/2017",2017,375,0.64,0.37,0,1,1,0,0,0,NA
"SO67","Soit","ACATOR",733450,9720874,"May 2017","4/29/2017",2017,454,0.78,0.41,0,1,1,0,0,0,NA
"SO67","Soit","ACATOR",733450,9720874,"Aug 2017","8/25/2017",2018,572,0.83,0.38,1,1,1,0,0,NA,NA
"SO67","Soit","ACATOR",733450,9720874,"Dec 2017","12/15/2017",2018,684,0.93,0.42,0,1,1,0,0,0,NA
"SO67","Soit","ACATOR",733450,9720874,"May 2018","5/26/2018",2018,846,0.93,0.53,0,1,1,0,0,0,483.667080746651
"SO67","Soit","ACATOR",733450,9720874,"Oct 2018","10/16/2018",2019,989,0.8,0.4,0,1,1,0,0,0,510.196415532443
"SO67","Soit","ACATOR",733450,9720874,"Feb 2019","2/5/2019",2019,1101,0,0,0,0,1,0,0,0,309.633342225529
"SO67","Soit","ACATOR",733450,9720874,"Jun 2019","6/6/2019",2019,1222,0.66,0.31,1,1,1,1,0,0,370.111841240123
"SO68","Soit","COMAFR",733467,9720871,"Initial","7/18/2016",2017,170,1.12,0.57,NA,1,1,0,NA,NA,NA
"SO68","Soit","COMAFR",733467,9720871,"Feb 2017","2/9/2017",2017,375,1.66,0.34,0,1,1,0,0,0,NA
"SO68","Soit","COMAFR",733467,9720871,"May 2017","4/29/2017",2017,454,1.34,0.42,0,1,1,1,0,0,NA
"SO68","Soit","COMAFR",733467,9720871,"Aug 2017","8/25/2017",2018,572,1.34,0.54,0,1,1,0,0,0,NA
"SO68","Soit","COMAFR",733467,9720871,"Dec 2017","12/15/2017",2018,684,1.4,0.54,0,1,1,0,0,0,NA
"SO68","Soit","COMAFR",733467,9720871,"May 2018","5/26/2018",2018,846,1.6,0.5,0,1,1,0,0,0,320.004888088088
"SO68","Soit","COMAFR",733467,9720871,"Oct 2018","10/16/2018",2019,989,1.45,0.6,0,1,1,0,0,0,243.403850542608
"SO68","Soit","COMAFR",733467,9720871,"Feb 2019","2/5/2019",2019,1101,0.5,0.17,1,1,1,1,9,0,138.836224885116
"SO68","Soit","COMAFR",733467,9720871,"Jun 2019","6/6/2019",2019,1222,0.4,0.19,1,1,1,1,0,0,153.712775064421
"SO69","Soit","COMAFR",733480,9720870,"Initial","7/18/2016",2017,170,1.08,0.45,NA,1,1,0,NA,NA,NA
"SO69","Soit","COMAFR",733480,9720870,"Feb 2017","2/9/2017",2017,375,1.02,0.44,0,1,1,0,0,0,NA
"SO69","Soit","COMAFR",733480,9720870,"May 2017","4/29/2017",2017,454,0.21,0.04,1,1,1,1,0,0,NA
"SO69","Soit","COMAFR",733480,9720870,"Aug 2017","8/25/2017",2018,572,0.24,0.08,1,1,1,1,0,0,NA
"SO69","Soit","COMAFR",733480,9720870,"Dec 2017","12/15/2017",2018,684,0.3,0.26,0,1,1,0,0,0,NA
"SO69","Soit","COMAFR",733480,9720870,"May 2018","5/26/2018",2018,846,1,0.43,0,1,1,0,0,0,433.996971246427
"SO69","Soit","COMAFR",733480,9720870,"Oct 2018","10/16/2018",2019,989,0.86,0.44,0,1,1,0,0,0,81.1942211612319
"SO69","Soit","COMAFR",733480,9720870,"Feb 2019","2/5/2019",2019,1101,0.32,0.27,1,1,1,1,9,0,262.918005347967
"SO69","Soit","COMAFR",733480,9720870,"Jun 2019","6/6/2019",2019,1222,0.48,0.35,1,1,1,0,6,0,292.543339154404
"SO70","Soit","ACATOR",733475,9720849,"Initial","7/18/2016",2017,170,0.8,0.23,NA,1,1,0,NA,NA,NA
"SO70","Soit","ACATOR",733475,9720849,"Feb 2017","2/9/2017",2017,375,0.56,0.3,0,1,1,0,0,0,NA
"SO70","Soit","ACATOR",733475,9720849,"May 2017","4/29/2017",2017,454,0.81,0.28,0,1,1,0,0,0,NA
"SO70","Soit","ACATOR",733475,9720849,"Aug 2017","8/25/2017",2018,572,0.95,0.28,0,1,1,0,0,0,NA
"SO70","Soit","ACATOR",733475,9720849,"Dec 2017","12/15/2017",2018,684,1.23,0.22,1,1,1,1,0,0,NA
